day,tenant_id,tenant_name,plan,region,queries,storage_gb,compute_minutes,daily_spend
2026-04-16,t006,Lynch-Wise,enterprise,eu-west-1,13947,192.63,298.54,176.81
2026-04-17,t006,Lynch-Wise,enterprise,eu-west-1,22131,218.86,464.15,186.1
2026-04-18,t006,Lynch-Wise,enterprise,eu-west-1,7284,206.64,192.08,173.58
2026-04-19,t006,Lynch-Wise,enterprise,eu-west-1,9772,209.63,241.58,185.49
2026-04-20,t006,Lynch-Wise,enterprise,eu-west-1,22078,200.05,514.47,183.11
2026-04-21,t006,Lynch-Wise,enterprise,eu-west-1,15792,213.87,307.56,187.01
2026-04-22,t006,Lynch-Wise,enterprise,eu-west-1,15366,199.52,385.79,175.43
2026-04-23,t006,Lynch-Wise,enterprise,eu-west-1,21929,215.1,412.89,176.76
2026-04-24,t006,Lynch-Wise,enterprise,eu-west-1,20988,190.78,427.31,182.36
2026-04-25,t006,Lynch-Wise,enterprise,eu-west-1,8534,190.71,186.24,180.08
2026-04-26,t006,Lynch-Wise,enterprise,eu-west-1,10711,185.21,250.44,178.13
2026-04-27,t006,Lynch-Wise,enterprise,eu-west-1,17795,180.88,468.21,177.76
2026-04-28,t006,Lynch-Wise,enterprise,eu-west-1,22818,181.79,576.65,181.11
2026-04-29,t006,Lynch-Wise,enterprise,eu-west-1,22127,196.05,408.62,179.16
2026-04-30,t006,Lynch-Wise,enterprise,eu-west-1,20247,189.44,523.99,172.15
2026-05-01,t006,Lynch-Wise,enterprise,eu-west-1,15939,191.91,360.09,178.25
2026-05-02,t006,Lynch-Wise,enterprise,eu-west-1,10229,209.91,184.63,176.49
2026-05-03,t006,Lynch-Wise,enterprise,eu-west-1,11772,192.79,257.91,174.9
2026-05-04,t006,Lynch-Wise,enterprise,eu-west-1,23025,197.11,471.7,178.55
2026-05-05,t006,Lynch-Wise,enterprise,eu-west-1,22481,183.56,447.18,187.31
2026-05-06,t006,Lynch-Wise,enterprise,eu-west-1,14404,211.09,371.03,178.98
2026-05-07,t006,Lynch-Wise,enterprise,eu-west-1,15157,200.83,368.03,174.76
2026-05-08,t006,Lynch-Wise,enterprise,eu-west-1,15306,187.41,276.78,188.96
2026-05-09,t006,Lynch-Wise,enterprise,eu-west-1,9539,191.61,184.7,184.5
2026-05-10,t006,Lynch-Wise,enterprise,eu-west-1,8994,194.49,239.08,173.32
2026-05-11,t006,Lynch-Wise,enterprise,eu-west-1,16675,205.25,348.97,172.35
2026-05-12,t006,Lynch-Wise,enterprise,eu-west-1,13469,202.71,256.81,174.71
2026-05-13,t006,Lynch-Wise,enterprise,eu-west-1,17341,197.74,377.23,183.97
2026-05-14,t006,Lynch-Wise,enterprise,eu-west-1,13842,213.99,260.13,185.58
2026-05-15,t006,Lynch-Wise,enterprise,eu-west-1,20281,216.02,530.92,179.73
2026-05-16,t006,Lynch-Wise,enterprise,eu-west-1,10328,213.08,241.32,178.27
2026-05-17,t006,Lynch-Wise,enterprise,eu-west-1,9530,190.15,240.0,173.99
2026-05-18,t006,Lynch-Wise,enterprise,eu-west-1,13557,186.81,293.25,174.18
2026-05-19,t006,Lynch-Wise,enterprise,eu-west-1,20179,194.24,379.29,187.48
2026-05-20,t006,Lynch-Wise,enterprise,eu-west-1,15638,186.59,360.68,177.39
2026-05-21,t006,Lynch-Wise,enterprise,eu-west-1,21206,217.66,396.66,176.32
2026-05-22,t006,Lynch-Wise,enterprise,eu-west-1,18758,184.92,497.81,175.91
2026-05-23,t006,Lynch-Wise,enterprise,eu-west-1,9177,194.77,176.02,188.25
2026-05-24,t006,Lynch-Wise,enterprise,eu-west-1,9358,184.7,171.82,185.53
2026-05-25,t006,Lynch-Wise,enterprise,eu-west-1,13614,210.36,277.81,177.0
2026-05-26,t006,Lynch-Wise,enterprise,eu-west-1,21475,197.37,544.24,171.42
2026-05-27,t006,Lynch-Wise,enterprise,eu-west-1,20506,193.02,535.56,179.76
2026-05-28,t006,Lynch-Wise,enterprise,eu-west-1,15565,219.04,314.19,187.9
2026-05-29,t006,Lynch-Wise,enterprise,eu-west-1,14006,199.63,370.33,174.25
2026-05-30,t006,Lynch-Wise,enterprise,eu-west-1,11644,206.36,289.03,185.71
2026-05-31,t006,Lynch-Wise,enterprise,eu-west-1,8118,199.3,163.05,185.08
2026-06-01,t006,Lynch-Wise,enterprise,eu-west-1,17231,187.94,334.87,174.6
2026-06-02,t006,Lynch-Wise,enterprise,eu-west-1,14983,189.63,296.51,180.33
2026-06-03,t006,Lynch-Wise,enterprise,eu-west-1,22720,191.88,577.78,172.45
2026-06-04,t006,Lynch-Wise,enterprise,eu-west-1,13918,213.46,335.24,178.0
2026-06-05,t006,Lynch-Wise,enterprise,eu-west-1,19772,199.55,430.13,183.51
2026-06-06,t006,Lynch-Wise,enterprise,eu-west-1,7913,188.8,187.99,176.56
2026-06-07,t006,Lynch-Wise,enterprise,eu-west-1,8033,210.43,166.12,188.96
2026-06-08,t006,Lynch-Wise,enterprise,eu-west-1,14555,181.25,351.58,175.67
2026-06-09,t006,Lynch-Wise,enterprise,eu-west-1,19019,194.08,344.44,181.54
2026-06-10,t006,Lynch-Wise,enterprise,eu-west-1,21119,214.85,441.79,183.83
2026-06-11,t006,Lynch-Wise,enterprise,eu-west-1,19683,216.35,493.99,183.12
2026-06-12,t006,Lynch-Wise,enterprise,eu-west-1,21528,216.44,565.79,178.49
2026-06-13,t006,Lynch-Wise,enterprise,eu-west-1,11537,180.18,261.22,188.46
2026-06-14,t006,Lynch-Wise,enterprise,eu-west-1,9365,209.02,184.76,175.1
2026-06-15,t006,Lynch-Wise,enterprise,eu-west-1,21250,209.29,531.7,175.08
2026-06-16,t006,Lynch-Wise,enterprise,eu-west-1,13619,194.52,304.99,178.1
2026-06-17,t006,Lynch-Wise,enterprise,eu-west-1,15525,183.85,319.97,187.14
2026-06-18,t006,Lynch-Wise,enterprise,eu-west-1,21525,187.13,481.02,180.85
2026-06-19,t006,Lynch-Wise,enterprise,eu-west-1,14594,213.98,325.1,173.27
2026-06-20,t006,Lynch-Wise,enterprise,eu-west-1,9051,199.39,201.8,177.76
2026-06-21,t006,Lynch-Wise,enterprise,eu-west-1,10145,190.97,237.84,183.26
2026-06-22,t006,Lynch-Wise,enterprise,eu-west-1,21446,194.55,475.1,178.07
2026-06-23,t006,Lynch-Wise,enterprise,eu-west-1,15057,212.31,388.44,176.64
2026-06-24,t006,Lynch-Wise,enterprise,eu-west-1,13501,216.23,320.54,173.49
2026-06-25,t006,Lynch-Wise,enterprise,eu-west-1,13011,194.14,267.42,177.83
2026-06-26,t006,Lynch-Wise,enterprise,eu-west-1,16218,214.18,383.26,177.85
2026-06-27,t006,Lynch-Wise,enterprise,eu-west-1,9190,214.12,209.12,181.7
2026-06-28,t006,Lynch-Wise,enterprise,eu-west-1,10466,209.88,213.47,186.31
2026-06-29,t006,Lynch-Wise,enterprise,eu-west-1,19689,208.83,472.67,183.92
2026-06-30,t006,Lynch-Wise,enterprise,eu-west-1,22380,207.61,578.84,182.21
2026-03-03,t007,"Moon, Ford and Hanson",starter,us-east-1,471,4.77,12.0,8.64
2026-03-04,t007,"Moon, Ford and Hanson",starter,us-east-1,435,4.56,10.59,8.11
2026-03-05,t007,"Moon, Ford and Hanson",starter,us-east-1,280,4.74,6.32,8.48
2026-03-06,t007,"Moon, Ford and Hanson",starter,us-east-1,357,4.17,7.56,8.03
2026-03-07,t007,"Moon, Ford and Hanson",starter,us-east-1,244,4.51,6.19,7.96
2026-03-08,t007,"Moon, Ford and Hanson",starter,us-east-1,179,4.78,4.48,8.72
2026-03-09,t007,"Moon, Ford and Hanson",starter,us-east-1,387,4.24,10.18,8.2
2026-03-10,t007,"Moon, Ford and Hanson",starter,us-east-1,344,4.09,6.44,8.07
2026-03-11,t007,"Moon, Ford and Hanson",starter,us-east-1,478,4.41,9.44,8.08
2026-03-12,t007,"Moon, Ford and Hanson",starter,us-east-1,303,4.5,7.25,8.39
2026-03-13,t007,"Moon, Ford and Hanson",starter,us-east-1,493,4.36,11.42,8.6
2026-03-14,t007,"Moon, Ford and Hanson",starter,us-east-1,192,4.13,4.33,8.2
2026-03-15,t007,"Moon, Ford and Hanson",starter,us-east-1,186,4.63,4.31,8.67
2026-03-16,t007,"Moon, Ford and Hanson",starter,us-east-1,429,4.72,9.86,8.7
2026-03-17,t007,"Moon, Ford and Hanson",starter,us-east-1,330,4.11,6.41,7.93
2026-03-18,t007,"Moon, Ford and Hanson",starter,us-east-1,443,4.74,10.82,8.03
2026-03-19,t007,"Moon, Ford and Hanson",starter,us-east-1,373,4.1,8.98,8.7
2026-03-20,t007,"Moon, Ford and Hanson",starter,us-east-1,475,4.07,10.38,7.97
2026-03-21,t007,"Moon, Ford and Hanson",starter,us-east-1,189,4.49,4.44,8.34
2026-03-22,t007,"Moon, Ford and Hanson",starter,us-east-1,258,4.11,6.45,8.57
2026-03-23,t007,"Moon, Ford and Hanson",starter,us-east-1,317,4.85,7.98,8.58
2026-03-24,t007,"Moon, Ford and Hanson",starter,us-east-1,418,4.71,7.49,8.45
2026-03-25,t007,"Moon, Ford and Hanson",starter,us-east-1,282,4.56,5.86,8.11
2026-03-26,t007,"Moon, Ford and Hanson",starter,us-east-1,410,4.65,10.88,8.44
2026-03-27,t007,"Moon, Ford and Hanson",starter,us-east-1,346,4.8,8.34,8.65
2026-03-28,t007,"Moon, Ford and Hanson",starter,us-east-1,162,4.05,4.32,8.3
2026-03-29,t007,"Moon, Ford and Hanson",starter,us-east-1,164,4.55,3.97,8.07
2026-03-30,t007,"Moon, Ford and Hanson",starter,us-east-1,431,4.29,10.72,8.46
2026-03-31,t007,"Moon, Ford and Hanson",starter,us-east-1,309,4.13,7.48,8.15
2026-04-01,t007,"Moon, Ford and Hanson",starter,us-east-1,439,4.51,9.85,8.56
2026-04-02,t007,"Moon, Ford and Hanson",starter,us-east-1,419,4.74,11.06,8.25
2026-04-03,t007,"Moon, Ford and Hanson",starter,us-east-1,448,4.34,10.97,8.43
2026-04-04,t007,"Moon, Ford and Hanson",starter,us-east-1,155,4.78,3.86,8.63
2026-04-05,t007,"Moon, Ford and Hanson",starter,us-east-1,232,4.01,6.04,8.21
2026-04-06,t007,"Moon, Ford and Hanson",starter,us-east-1,499,4.52,12.96,8.11
2026-04-07,t007,"Moon, Ford and Hanson",starter,us-east-1,309,4.26,6.49,8.09
2026-04-08,t007,"Moon, Ford and Hanson",starter,us-east-1,364,4.59,9.19,8.74
2026-04-09,t007,"Moon, Ford and Hanson",starter,us-east-1,473,4.85,9.19,7.92
2026-04-10,t007,"Moon, Ford and Hanson",starter,us-east-1,452,4.62,10.33,7.95
2026-04-11,t007,"Moon, Ford and Hanson",starter,us-east-1,243,4.44,4.93,8.42
2026-04-12,t007,"Moon, Ford and Hanson",starter,us-east-1,186,4.73,3.76,8.5
2026-04-13,t007,"Moon, Ford and Hanson",starter,us-east-1,288,4.85,5.17,8.07
2026-04-14,t007,"Moon, Ford and Hanson",starter,us-east-1,464,4.84,12.26,8.61
2026-04-15,t007,"Moon, Ford and Hanson",starter,us-east-1,457,4.7,11.69,8.72
2026-04-16,t007,"Moon, Ford and Hanson",starter,us-east-1,288,4.42,5.45,8.17
2026-04-17,t007,"Moon, Ford and Hanson",starter,us-east-1,322,4.84,6.16,8.52
2026-04-18,t007,"Moon, Ford and Hanson",starter,us-east-1,226,4.87,4.06,8.43
2026-04-19,t007,"Moon, Ford and Hanson",starter,us-east-1,202,4.27,3.67,8.21
2026-04-20,t007,"Moon, Ford and Hanson",starter,us-east-1,435,4.79,11.44,8.09
2026-04-21,t007,"Moon, Ford and Hanson",starter,us-east-1,410,4.47,10.9,8.21
2026-04-22,t007,"Moon, Ford and Hanson",starter,us-east-1,313,4.21,8.2,8.7
2026-04-23,t007,"Moon, Ford and Hanson",starter,us-east-1,324,4.2,6.5,8.3
2026-04-24,t007,"Moon, Ford and Hanson",starter,us-east-1,297,4.41,6.08,8.29
2026-04-25,t007,"Moon, Ford and Hanson",starter,us-east-1,265,4.43,5.89,8.32
2026-04-26,t007,"Moon, Ford and Hanson",starter,us-east-1,208,4.68,4.58,8.67
2026-04-27,t007,"Moon, Ford and Hanson",starter,us-east-1,426,4.27,11.32,8.42
2026-04-28,t007,"Moon, Ford and Hanson",starter,us-east-1,484,4.63,10.64,8.32
2026-04-29,t007,"Moon, Ford and Hanson",starter,us-east-1,386,4.04,9.09,8.29
2026-04-30,t007,"Moon, Ford and Hanson",starter,us-east-1,498,4.37,12.88,8.49
2026-05-01,t007,"Moon, Ford and Hanson",starter,us-east-1,513,4.42,10.37,8.58
2026-05-02,t007,"Moon, Ford and Hanson",starter,us-east-1,285,4.7,5.68,8.45
2026-05-03,t007,"Moon, Ford and Hanson",starter,us-east-1,154,4.82,4.04,8.22
2026-05-04,t007,"Moon, Ford and Hanson",starter,us-east-1,338,4.56,6.86,8.72
2026-05-05,t007,"Moon, Ford and Hanson",starter,us-east-1,517,4.24,11.04,8.72
2026-05-06,t007,"Moon, Ford and Hanson",starter,us-east-1,493,4.82,10.69,8.17
2026-05-07,t007,"Moon, Ford and Hanson",starter,us-east-1,401,4.23,8.21,8.63
2026-05-08,t007,"Moon, Ford and Hanson",starter,us-east-1,362,4.38,8.96,7.93
2026-05-09,t007,"Moon, Ford and Hanson",starter,us-east-1,185,4.45,3.52,8.68
2026-05-10,t007,"Moon, Ford and Hanson",starter,us-east-1,251,4.38,4.81,8.11
2026-05-11,t007,"Moon, Ford and Hanson",starter,us-east-1,516,4.58,12.39,8.38
2026-05-12,t007,"Moon, Ford and Hanson",starter,us-east-1,379,4.25,9.76,8.18
2026-05-13,t007,"Moon, Ford and Hanson",starter,us-east-1,451,4.81,8.81,8.05
2026-05-14,t007,"Moon, Ford and Hanson",starter,us-east-1,404,4.4,8.0,8.34
2026-05-15,t007,"Moon, Ford and Hanson",starter,us-east-1,377,4.34,9.59,7.93
2026-05-16,t007,"Moon, Ford and Hanson",starter,us-east-1,178,4.2,4.51,8.66
2026-05-17,t007,"Moon, Ford and Hanson",starter,us-east-1,282,4.55,5.19,7.99
2026-05-18,t007,"Moon, Ford and Hanson",starter,us-east-1,351,4.88,8.42,8.02
2026-05-19,t007,"Moon, Ford and Hanson",starter,us-east-1,447,4.26,11.57,8.45
2026-05-20,t007,"Moon, Ford and Hanson",starter,us-east-1,337,4.73,8.98,8.41
2026-05-21,t007,"Moon, Ford and Hanson",starter,us-east-1,317,4.49,7.97,8.55
2026-05-22,t007,"Moon, Ford and Hanson",starter,us-east-1,501,4.85,9.69,8.19
2026-05-23,t007,"Moon, Ford and Hanson",starter,us-east-1,155,4.5,4.12,8.37
2026-05-24,t007,"Moon, Ford and Hanson",starter,us-east-1,269,4.85,5.12,8.74
2026-05-25,t007,"Moon, Ford and Hanson",starter,us-east-1,292,4.51,7.39,8.69
2026-05-26,t007,"Moon, Ford and Hanson",starter,us-east-1,384,4.77,8.68,8.27
2026-05-27,t007,"Moon, Ford and Hanson",starter,us-east-1,380,4.38,8.02,8.51
2026-05-28,t007,"Moon, Ford and Hanson",starter,us-east-1,347,4.08,6.75,8.5
2026-05-29,t007,"Moon, Ford and Hanson",starter,us-east-1,333,4.04,8.34,8.5
2026-05-30,t007,"Moon, Ford and Hanson",starter,us-east-1,184,4.36,3.31,8.62
2026-05-31,t007,"Moon, Ford and Hanson",starter,us-east-1,197,4.63,4.82,8.48
2026-06-01,t007,"Moon, Ford and Hanson",starter,us-east-1,365,4.24,8.84,8.57
2026-06-02,t007,"Moon, Ford and Hanson",starter,us-east-1,354,4.85,7.16,8.03
2026-06-03,t007,"Moon, Ford and Hanson",starter,us-east-1,518,4.64,9.71,8.14
2026-06-04,t007,"Moon, Ford and Hanson",starter,us-east-1,444,4.66,10.2,8.06
2026-06-05,t007,"Moon, Ford and Hanson",starter,us-east-1,477,4.79,11.54,7.95
2026-06-06,t007,"Moon, Ford and Hanson",starter,us-east-1,218,4.34,4.34,8.07
2026-06-07,t007,"Moon, Ford and Hanson",starter,us-east-1,261,4.02,5.65,8.07
2026-06-08,t007,"Moon, Ford and Hanson",starter,us-east-1,516,4.89,10.37,8.58
2026-06-09,t007,"Moon, Ford and Hanson",starter,us-east-1,478,4.83,10.36,8.36
2026-06-10,t007,"Moon, Ford and Hanson",starter,us-east-1,419,4.25,9.67,8.05
2026-06-11,t007,"Moon, Ford and Hanson",starter,us-east-1,434,4.03,9.93,8.68
2026-06-12,t007,"Moon, Ford and Hanson",starter,us-east-1,435,4.49,7.77,8.36
2026-06-13,t007,"Moon, Ford and Hanson",starter,us-east-1,209,4.38,3.95,8.46
2026-06-14,t007,"Moon, Ford and Hanson",starter,us-east-1,222,4.08,4.42,8.41
2026-06-15,t007,"Moon, Ford and Hanson",starter,us-east-1,423,4.1,8.51,8.69
2026-06-16,t007,"Moon, Ford and Hanson",starter,us-east-1,305,4.01,6.23,8.23
2026-06-17,t007,"Moon, Ford and Hanson",starter,us-east-1,338,4.88,8.2,8.12
2026-06-18,t007,"Moon, Ford and Hanson",starter,us-east-1,357,4.38,7.28,7.93
2026-06-19,t007,"Moon, Ford and Hanson",starter,us-east-1,437,4.44,11.32,8.59
2026-06-20,t007,"Moon, Ford and Hanson",starter,us-east-1,231,4.53,4.63,7.93
2026-06-21,t007,"Moon, Ford and Hanson",starter,us-east-1,173,4.16,4.08,7.95
2026-06-22,t007,"Moon, Ford and Hanson",starter,us-east-1,413,4.3,7.89,8.64
2026-06-23,t007,"Moon, Ford and Hanson",starter,us-east-1,499,4.02,9.53,8.25
2026-06-24,t007,"Moon, Ford and Hanson",starter,us-east-1,516,4.17,11.11,8.43
2026-06-25,t007,"Moon, Ford and Hanson",starter,us-east-1,461,4.47,8.75,8.09
2026-06-26,t007,"Moon, Ford and Hanson",starter,us-east-1,456,4.87,11.81,8.16
2026-06-27,t007,"Moon, Ford and Hanson",starter,us-east-1,182,4.7,4.7,8.59
2026-06-28,t007,"Moon, Ford and Hanson",starter,us-east-1,252,4.69,6.58,8.75
2026-06-29,t007,"Moon, Ford and Hanson",starter,us-east-1,512,4.0,10.81,8.5
2026-06-30,t007,"Moon, Ford and Hanson",starter,us-east-1,436,4.75,10.53,8.6
2026-03-03,t008,Hughes Ltd,growth,eu-central-1,2981,34.09,55.83,39.44
2026-03-04,t008,Hughes Ltd,growth,eu-central-1,2657,32.5,65.79,38.15
2026-03-05,t008,Hughes Ltd,growth,eu-central-1,2443,31.91,47.27,39.18
2026-03-06,t008,Hughes Ltd,growth,eu-central-1,3595,31.74,73.94,39.17
2026-03-07,t008,Hughes Ltd,growth,eu-central-1,1516,33.51,30.38,40.71
2026-03-08,t008,Hughes Ltd,growth,eu-central-1,1628,32.84,38.61,38.2
2026-03-09,t008,Hughes Ltd,growth,eu-central-1,2875,34.98,56.52,40.27
2026-03-10,t008,Hughes Ltd,growth,eu-central-1,3723,35.82,98.81,41.53
2026-03-11,t008,Hughes Ltd,growth,eu-central-1,2818,36.36,73.21,41.4
2026-03-12,t008,Hughes Ltd,growth,eu-central-1,3364,34.87,84.02,38.42
2026-03-13,t008,Hughes Ltd,growth,eu-central-1,3774,34.48,76.45,40.05
2026-03-14,t008,Hughes Ltd,growth,eu-central-1,1191,31.36,30.92,39.74
2026-03-15,t008,Hughes Ltd,growth,eu-central-1,1917,32.65,44.32,38.09
2026-03-16,t008,Hughes Ltd,growth,eu-central-1,2526,34.52,64.97,38.82
2026-03-17,t008,Hughes Ltd,growth,eu-central-1,2255,30.9,49.98,38.91
2026-03-18,t008,Hughes Ltd,growth,eu-central-1,3435,31.78,82.69,40.36
2026-03-19,t008,Hughes Ltd,growth,eu-central-1,3608,33.25,87.31,40.55
2026-03-20,t008,Hughes Ltd,growth,eu-central-1,3847,33.34,72.58,40.85
2026-03-21,t008,Hughes Ltd,growth,eu-central-1,1311,34.58,31.11,41.61
2026-03-22,t008,Hughes Ltd,growth,eu-central-1,1520,33.81,31.18,39.99
2026-03-23,t008,Hughes Ltd,growth,eu-central-1,3659,35.33,69.32,41.36
2026-03-24,t008,Hughes Ltd,growth,eu-central-1,3197,35.47,69.53,41.68
2026-03-25,t008,Hughes Ltd,growth,eu-central-1,2405,31.71,60.27,40.18
2026-03-26,t008,Hughes Ltd,growth,eu-central-1,3222,34.6,72.74,39.2
2026-03-27,t008,Hughes Ltd,growth,eu-central-1,2809,35.8,62.12,40.99
2026-03-28,t008,Hughes Ltd,growth,eu-central-1,1922,35.53,37.58,38.45
2026-03-29,t008,Hughes Ltd,growth,eu-central-1,1268,30.46,33.12,41.28
2026-03-30,t008,Hughes Ltd,growth,eu-central-1,3497,34.22,85.25,39.9
2026-03-31,t008,Hughes Ltd,growth,eu-central-1,3838,31.8,69.44,41.31
2026-04-01,t008,Hughes Ltd,growth,eu-central-1,2933,32.26,53.77,38.57
2026-04-02,t008,Hughes Ltd,growth,eu-central-1,2668,35.0,48.97,40.85
2026-04-03,t008,Hughes Ltd,growth,eu-central-1,2548,35.13,52.68,39.57
2026-04-04,t008,Hughes Ltd,growth,eu-central-1,1389,35.05,27.21,39.61
2026-04-05,t008,Hughes Ltd,growth,eu-central-1,1177,35.5,22.36,38.15
2026-04-06,t008,Hughes Ltd,growth,eu-central-1,3203,31.1,58.02,38.05
2026-04-07,t008,Hughes Ltd,growth,eu-central-1,2390,30.33,43.7,41.28
2026-04-08,t008,Hughes Ltd,growth,eu-central-1,3179,35.53,60.64,40.37
2026-04-09,t008,Hughes Ltd,growth,eu-central-1,3265,30.78,80.57,38.46
2026-04-10,t008,Hughes Ltd,growth,eu-central-1,3276,35.43,78.88,40.36
2026-04-11,t008,Hughes Ltd,growth,eu-central-1,1376,33.97,24.91,39.76
2026-04-12,t008,Hughes Ltd,growth,eu-central-1,2004,34.62,45.63,38.36
2026-04-13,t008,Hughes Ltd,growth,eu-central-1,2419,34.22,58.46,39.45
2026-04-14,t008,Hughes Ltd,growth,eu-central-1,3504,36.45,92.49,40.26
2026-04-15,t008,Hughes Ltd,growth,eu-central-1,3501,32.97,78.41,39.73
2026-04-16,t008,Hughes Ltd,growth,eu-central-1,3027,33.12,80.62,40.48
2026-04-17,t008,Hughes Ltd,growth,eu-central-1,2425,34.51,49.12,40.94
2026-04-18,t008,Hughes Ltd,growth,eu-central-1,1507,33.9,30.46,39.64
2026-04-19,t008,Hughes Ltd,growth,eu-central-1,1167,33.6,28.49,40.3
2026-04-20,t008,Hughes Ltd,growth,eu-central-1,3036,32.61,64.54,38.11
2026-04-21,t008,Hughes Ltd,growth,eu-central-1,2374,35.65,42.68,39.32
2026-04-22,t008,Hughes Ltd,growth,eu-central-1,2836,33.19,50.57,39.84
2026-04-23,t008,Hughes Ltd,growth,eu-central-1,2728,30.82,67.66,41.83
2026-04-24,t008,Hughes Ltd,growth,eu-central-1,3058,33.24,56.4,40.14
2026-04-25,t008,Hughes Ltd,growth,eu-central-1,2001,32.33,36.05,38.93
2026-04-26,t008,Hughes Ltd,growth,eu-central-1,2089,32.66,38.15,39.03
2026-04-27,t008,Hughes Ltd,growth,eu-central-1,3192,36.09,72.17,38.66
2026-04-28,t008,Hughes Ltd,growth,eu-central-1,3165,32.76,80.88,38.38
2026-04-29,t008,Hughes Ltd,growth,eu-central-1,2561,35.94,50.9,41.02
2026-04-30,t008,Hughes Ltd,growth,eu-central-1,2755,31.23,53.17,40.87
2026-05-01,t008,Hughes Ltd,growth,eu-central-1,3419,35.5,78.25,39.68
2026-05-02,t008,Hughes Ltd,growth,eu-central-1,1882,34.91,43.36,41.54
2026-05-03,t008,Hughes Ltd,growth,eu-central-1,1506,35.05,28.96,41.52
2026-05-04,t008,Hughes Ltd,growth,eu-central-1,3369,32.07,80.78,40.46
2026-05-05,t008,Hughes Ltd,growth,eu-central-1,3000,32.63,58.94,41.87
2026-05-06,t008,Hughes Ltd,growth,eu-central-1,2249,36.41,49.13,38.6
2026-05-07,t008,Hughes Ltd,growth,eu-central-1,3013,35.37,74.97,41.61
2026-05-08,t008,Hughes Ltd,growth,eu-central-1,2448,32.21,63.84,39.91
2026-05-09,t008,Hughes Ltd,growth,eu-central-1,2086,36.24,45.52,41.51
2026-05-10,t008,Hughes Ltd,growth,eu-central-1,1999,32.66,46.76,39.61
2026-05-11,t008,Hughes Ltd,growth,eu-central-1,2556,35.86,64.38,39.34
2026-05-12,t008,Hughes Ltd,growth,eu-central-1,2264,35.13,48.48,38.07
2026-05-13,t008,Hughes Ltd,growth,eu-central-1,3583,35.74,95.38,39.7
2026-05-14,t008,Hughes Ltd,growth,eu-central-1,3408,34.78,87.68,41.2
2026-05-15,t008,Hughes Ltd,growth,eu-central-1,3873,33.41,85.33,39.69
2026-05-16,t008,Hughes Ltd,growth,eu-central-1,1538,30.34,38.58,40.53
2026-05-17,t008,Hughes Ltd,growth,eu-central-1,1790,36.23,47.47,40.68
2026-05-18,t008,Hughes Ltd,growth,eu-central-1,2453,30.26,54.49,39.21
2026-05-19,t008,Hughes Ltd,growth,eu-central-1,3357,31.37,84.22,41.03
2026-05-20,t008,Hughes Ltd,growth,eu-central-1,2882,33.59,54.48,38.55
2026-05-21,t008,Hughes Ltd,growth,eu-central-1,2549,32.31,45.51,39.64
2026-05-22,t008,Hughes Ltd,growth,eu-central-1,2798,31.56,73.84,38.87
2026-05-23,t008,Hughes Ltd,growth,eu-central-1,1965,32.22,35.23,39.89
2026-05-24,t008,Hughes Ltd,growth,eu-central-1,1522,36.58,37.2,40.33
2026-05-25,t008,Hughes Ltd,growth,eu-central-1,2790,32.33,59.64,38.58
2026-05-26,t008,Hughes Ltd,growth,eu-central-1,3598,36.58,93.43,38.96
2026-05-27,t008,Hughes Ltd,growth,eu-central-1,2811,34.82,67.37,38.93
2026-05-28,t008,Hughes Ltd,growth,eu-central-1,2668,35.33,68.53,38.82
2026-05-29,t008,Hughes Ltd,growth,eu-central-1,2566,30.51,47.55,38.73
2026-05-30,t008,Hughes Ltd,growth,eu-central-1,1260,35.16,29.1,41.11
2026-05-31,t008,Hughes Ltd,growth,eu-central-1,1463,35.19,32.06,38.25
2026-06-01,t008,Hughes Ltd,growth,eu-central-1,2435,32.01,60.81,39.99
2026-06-02,t008,Hughes Ltd,growth,eu-central-1,2469,33.48,51.38,40.22
2026-06-03,t008,Hughes Ltd,growth,eu-central-1,3731,33.13,78.53,38.9
2026-06-04,t008,Hughes Ltd,growth,eu-central-1,3024,30.44,75.33,39.17
2026-06-05,t008,Hughes Ltd,growth,eu-central-1,2573,34.63,53.53,40.27
2026-06-06,t008,Hughes Ltd,growth,eu-central-1,1489,30.98,39.36,39.57
2026-06-07,t008,Hughes Ltd,growth,eu-central-1,1382,31.86,31.44,38.64
2026-06-08,t008,Hughes Ltd,growth,eu-central-1,3632,30.38,75.83,41.19
2026-06-09,t008,Hughes Ltd,growth,eu-central-1,2761,32.17,61.14,38.95
2026-06-10,t008,Hughes Ltd,growth,eu-central-1,3327,31.16,87.18,41.1
2026-06-11,t008,Hughes Ltd,growth,eu-central-1,3632,36.17,76.31,38.91
2026-06-12,t008,Hughes Ltd,growth,eu-central-1,3411,31.97,61.24,38.09
2026-06-13,t008,Hughes Ltd,growth,eu-central-1,1856,34.13,44.54,41.28
2026-06-14,t008,Hughes Ltd,growth,eu-central-1,1802,36.54,39.93,38.37
2026-06-15,t008,Hughes Ltd,growth,eu-central-1,3719,32.13,83.59,39.62
2026-06-16,t008,Hughes Ltd,growth,eu-central-1,3394,35.84,62.73,40.08
2026-06-17,t008,Hughes Ltd,growth,eu-central-1,2422,35.86,43.87,38.71
2026-06-18,t008,Hughes Ltd,growth,eu-central-1,2582,31.18,47.14,41.78
2026-06-19,t008,Hughes Ltd,growth,eu-central-1,2152,30.62,47.96,41.19
